0.1539,-0.21,0.1068,0.1575
-0.1026,0.0525,-0.1068,0.1575
0.0,-0.0525,0.1068,0.0525
0.1539,-0.105,0.1068,0.1575
0.1026,-0.0525,-0.1068,0.2625
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
-2.052,1.05,-0.267,-0.5775
0.7695,-0.735,-0.267,0.3675
-0.5643,0.0525,0.9078,-0.0525
7.182,3.465,-4.9662,4.095
0.6669,-0.7875,-8.811,1.575
